Zone (string),Apartment_Type (string),Floor Height (m),L(a)eq (dB),Day/Night(string),Total Surface (sqm),Element: Materials (string),Absorption Coefficient by Area (m),RT60 (s),n. of sound sources (int),Average Sound Source distance (m),SPL (dB),Barrier distance (m),Barrier Height (m),SPL after barrier (dB),SPL after fa̤ade dampening (dB),Comfort index (float),Absorption_norm,RT60_norm,SPL_norm,ComfortIndex_v2,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,10.2329,6.9438,1.04,2.4,2.1686,-10.5402,0.2765,0.7069,0.6351,0.0233,0.8604,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,19.3217,35.3329,1.04,2.4,30.5639,20.3468,0.4069,0.0,1.0,0.6285,0.0456,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,9.7607,6.4332,1.04,0.0,6.4332,-2.0195,0.3883,0.8288,0.5158,0.1903,0.9093,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,20.6522,16.9633,1.04,2.4,12.5095,4.6757,0.3234,0.4033,0.1085,0.3215,0.7852,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,11.5914,8.6478,1.04,2.4,4.9262,0.2133,0.3595,0.4492,0.5511,0.234,0.66,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,10.3224,6.8949,1.92,3.2,2.0893,-10.6421,0.2765,0.7069,0.6351,0.0213,0.8613,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,19.4139,35.2916,1.92,3.2,30.4936,20.2783,0.4056,0.0,1.0,0.6272,0.0462,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,9.8237,6.4045,1.92,3.2,1.6326,-6.8159,0.3883,0.8288,0.5158,0.0963,0.9493,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,20.7497,16.9228,1.92,3.2,12.4368,4.6502,0.3229,0.4033,0.1085,0.321,0.7855,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,11.6672,8.5988,1.92,3.2,4.8827,0.2103,0.3594,0.4492,0.5511,0.234,0.66,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,11.5018,6.3239,1.76,3.1,1.5375,-11.4808,0.2765,0.7069,0.6351,0.0049,0.8683,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,20.6187,34.7691,1.76,3.1,29.9933,19.7914,0.3958,0.0,1.0,0.6176,0.0502,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,10.6939,6.1314,1.76,0.0,6.1314,-2.2772,0.3883,0.8288,0.5158,0.1852,0.9114,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,22.0198,16.4155,1.76,3.1,11.9933,4.505,0.3199,0.4033,0.1085,0.3181,0.7867,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,12.6829,7.9776,1.76,3.1,4.4082,0.1784,0.3588,0.4492,0.5511,0.2333,0.6603,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,11.6856,6.2775,2.32,5.0,1.4124,-11.5714,0.2765,0.7069,0.6351,0.0031,0.869,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,20.805,34.6911,2.32,5.0,29.8535,19.6557,0.3931,0.0,1.0,0.615,0.0514,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,10.8355,6.1016,2.32,5.0,1.3179,-7.0881,0.3883,0.8288,0.5158,0.091,0.9516,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,22.2155,16.3403,2.32,5.0,11.8527,4.4596,0.319,0.4033,0.1085,0.3172,0.787,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,12.8437,7.885,2.32,5.0,4.3183,0.1729,0.3587,0.4492,0.5511,0.2332,0.6604,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,11.8699,6.2328,2.08,4.4,1.4036,-11.5471,0.2765,0.7069,0.6351,0.0036,0.8688,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,20.9916,34.6136,2.08,4.4,29.805,19.6087,0.3922,0.0,1.0,0.614,0.0517,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,10.979,6.0722,2.08,4.4,1.2968,-7.104,0.3883,0.8288,0.5158,0.0906,0.9517,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,22.4113,16.2658,2.08,4.4,11.8159,4.4486,0.3188,0.4033,0.1085,0.317,0.7871,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,13.0057,7.7933,2.08,4.4,4.2613,0.1693,0.3586,0.4492,0.5511,0.2332,0.6604,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,9.0906,7.9702,0.8,4.7,3.1013,-9.5816,0.2765,0.7069,0.6351,0.0421,0.8524,,,,,,
Roadside-V3,1Bed,6,61.05,day,90.0,"Window: Small Pane Glass and Gypsum Board; Door: Solid Wood Door and Wood Paneling; Wall: Painted Brick; Wall: Wood Paneling; Wall: Gypsum Board; Wall: Plaster on Masonry; Floor: Marble; Floor: Wood Flooring on Joists; Ceiling: 100mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing; Ceiling: 75mm Woodwool Fixed Directly to Concrete, Pre-Screeded Surface Facing Backing",8.26,1.05,1,18.1312,35.8849,0.8,4.7,31.0296,20.8013,0.416,0.0,1.0,0.6374,0.0418,,,,,,
HD-Urban-V1,3Bed,6,19.92,night,162.0,"Window: Small Pane Glass and Acoustic Plaster; Window: Frosted Glass and Concrete Block (Coarse); Window: Single Pane Glass and Concrete Block (Coarse); Window: Laminated Glass and Concrete Block (Coarse); Door: Laminated Glass Door and Gypsum Board; Wall: Gypsum Board; Wall: Wood Paneling; Wall: Painted Brick; Wall: Concrete Block (Painted); Wall: Fiberglass Board; Floor: Thin Carpet on Wood; Floor: Terrazzo; Floor: Vinyl Tile; Floor: Terrazzo; Ceiling: Mineral Wool Tiles, 180mm Airspace; Ceiling: 0.8mm Unperforated Metal Panels Backed with 25mm Thick Resin Bonded Fibreglass; Ceiling: Plaster Decorative Panels, Ceilings; Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath)",37.84,0.69,4,9.004,6.9171,0.8,4.7,2.1329,-6.3497,0.3883,0.8288,0.5158,0.1054,0.9454,,,,,,
Roadside-V1,1Bed,3,39.94,night,90.0,"Window: Single Pane Glass and Plaster on Masonry; Window: Insulated Glazing Unit and Wood Paneling; Door: Laminated Glass Door and Acoustic Plaster; Wall: Fiberglass Board; Wall: Concrete Block (Coarse); Wall: Wood Paneling; Floor: Vinyl Tile; Floor: Thin Carpet on Concrete; Ceiling: Plywood 12mm Thick Perforated 5mm Diameter Holes with 60mm Thick Fibreglass Between Mounting Battens; Ceiling: Mineral Wool Tiles, Glued/Screwed to Soffit",22.65,0.38,2,19.3865,17.5081,0.8,4.7,12.912,4.8149,0.3261,0.4033,0.1085,0.3242,0.7841,,,,,,
HD-Urban-V0,2Bed,6,24.44,night,126.0,"Window: Glazed Ceramic Tile and Plaster on Masonry; Window: Glass Block and Gypsum Board; Window: Large Pane Glass and Plaster with Wallpaper Backing; Door: Plywood Door and Gypsum Board; Wall: Concrete Block (Coarse); Wall: Plaster on Masonry; Wall: Unpainted Brick; Wall: Plaster on Masonry; Floor: Cork Floor Tiles; Floor: Medium Pile Carpet; Floor: Cork Floor Tiles; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Plaster (Gypsum or Lime, Rough Finish or Timber Lath); Ceiling: 12% Perforated Plaster Tiles with Absorbent Felt, 200mm Ceiling Void",24.29,0.72,3,10.6439,9.2957,0.8,4.7,5.4209,0.2505,0.3602,0.4492,0.5511,0.2347,0.6597,,,,,,
HD-Urban-V1,3Bed,3,20.93,night,162.0,"Window: Wired Glass and Painted Brick; Window: Small Pane Glass and Acoustic Plaster; Window: Small Pane Glass and Plaster on Masonry; Window: Large Pane Glass and Plaster on Masonry; Door: Plywood Door and Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Concrete Block (Painted); Wall: Unpainted Brick; Wall: Plaster with Wallpaper Backing; Wall: Painted Brick; Floor: Wood Parquet; Floor: Wood Parquet; Floor: Thick Pile Carpet; Floor: Marble; Ceiling: Metal Deck (Perforated Channels, 75mm Batts); Ceiling: Metal Ceiling, 32.5% Perforated, Backed by 30mm Rockwool; Ceiling: Metal Deck (Perforated Channels, 25mm Batts); Ceiling: Wood Tongue-and-Groove Roof Decking",33.49,0.78,4,11.6856,6.2775,2.32,6.1,1.3511,-11.6326,0.2765,0.7069,0.6351,0.0019,0.8695,,,,,,
